index,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
591,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,5,5954
592,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,5,5955
593,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,5,5955
594,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,5,5955
595,,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,5,5955
596,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,5,5955
597,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,5,5955
598,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,5,5955
599,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,5,5955
600,,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,5,5955
601,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,5,5955
602,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,5,5955
603,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,5,5955
604,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,5,5955
605,,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,5,5955
606,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,5,5955
607,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,5,5955
608,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,5,5949
609,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,5,5949
610,,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,5,5954
611,GO_FIRST,G8-199,Delhi,Afternoon,two_or_more,Night,Mumbai,Economy,8.58,5,5954
612,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,5,5954
613,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,5,5954
614,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,5,5954
615,,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,5,5954
616,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,5,5954
617,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,5,5954
618,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,5,5955
619,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,5,5955
620,,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,5,5955
621,SpiceJet,SG-8339,Delhi,Morning,one,Afternoon,Mumbai,Economy,24.67,5,5955
622,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,5,5955
623,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,5,6139
624,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,5,6270
625,Indigo,6.00E-181,Delhi,Early_Morning,one,,Mumbai,Economy,4.83,5,6443
626,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,5,6443
627,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,5,6532
628,Indigo,6.00E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,5,6953
629,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,5,7163
630,Indigo,6E-2168,Delhi,Evening,one,Night,,Economy,4.42,5,7420
631,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,5,7420
632,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,5,7468
633,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,5,7468
634,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,5,8396
635,Indigo,6E-2022,Delhi,Early_Morning,one,,Mumbai,Economy,10.25,5,8396
636,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,5,9000
637,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,5,9000
638,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,5,8790
639,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,5,8869
640,GO_FIRST,G8-237,Delhi,Afternoon,one,NightMumbai,Economy,9.25,5,8892
641,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,5,9000
642,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,5,9315
643,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,5,9368
644,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,5,9373
645,Indigo,6.00E-152,Delhi,Morning,one,Evenin,Mumbai,Economy,7.67,5,9373
646,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,5,9447
647,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,5,9840
648,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,5,9840
649,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,5,9840
650,Vistara,UK-829,Delhi,Early_Morning,one,Niht,Mumbai,Economy,15.5,5,9840
651,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,5,9840
652,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,5,9840
653,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,5,9840
654,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,5,9840
655,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,5,9893
656,Air_India,AI-469,Delhi,Early_Morning,one,,Mumbai,Economy,10.5,5,9590
657,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,5,9945
658,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,5,9945
659,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,5,9945
660,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,5,9998
662,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,5,10575
663,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,5,10575
664,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,5,10575
665,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,5,10260
666,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,5,10260
667,Vistara,UK-683,Delhi,Afternoon,one,,Mumbai,Economy,25.58,5,10723
668,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,5,10549
669,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,5,10575
670,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,5,10680
671,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,5,10680
672,GO_FIRST,G8-286,Delhi,Morning,one,Evening,,Economy,8.83,5,11259
673,GO_FIRST,G8-1010,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,5,11295
674,Air_India,AI-9939,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.67,5,11573
675,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,5,11609
676,Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,5,11773
677,Vistara,UK-811,Delhi,Early_Morning,one,,Mumbai,Economy,5.5,5,12150
678,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,5,12150
679,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,5,12150
680,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,5,12150
681,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,5,12150
682,Vistara,UK-817,Delhi,Evening,one,Night,,Economy,7.33,5,12150
683,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,5,12150
684,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,5,12150
685,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,5,12150
686,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,5,12150
687,Vistara,UK-801,Delhi,Morning,one,Night,,Economy,11.67,5,12150
688,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,5,12150
689,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,5,12150
690,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,5,11900
691,GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,5,12045
692,Air_India,AI-504,Delhi,Night,one,Morning,,Economy,11.33,5,12150
693,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.58,5,12150
694,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,5,12150
695,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,5,12150
696,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,23.08,5,12150
697,Air_India,AI-803,Delhi,Early_Morning,one,,Mumbai,Economy,26.42,5,12150
698,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,5,12990
699,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,5,13095
700,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,5,13095
701,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,5,13095
702,Vistara,UK-837,Delhi,Evening,one,Morning,,Economy,15.58,5,13095
703,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,5,12990
704,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,5,12990
705,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,5,12990
706,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,5,12990
707,Air_India,AI-537,Delhi,Evening,one,,Mumbai,Economy,15.83,5,12990
708,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,5,13410
709,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,5,13200
710,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,5,13279
711,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,5,13725
712,Vistara,UK-737,Delhi,Afternoon,one,Night,,Economy,7.58,5,13725
713,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,5,13410
714,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,5,13410
715,Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,5,13830
716,Air_India,AI-9911,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.25,5,13506
717,Air_India,AI-9645,Delhi,Afternoon,one,,Mumbai,Economy,24.83,5,14031
718,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,5,14355
719,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,5,14880
720,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,5,14880
721,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,5,14670
722,Air_India,AI-512,Delhi,Afternoon,one,,Mumbai,Economy,8.58,5,14670
723,Air_India,AI-9915,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.25,5,14985
724,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,5,15405
725,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,5,15615
726,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,5,15720
727,Air_India,AI-801,Delhi,Evening,one,Night,,Economy,29.33,5,16245
728,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,5,17505
729,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,5,18345
730,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,5,18345
731,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,5,19500
732,Air_India,AI-429,Delhi,Morning,one,,Mumbai,Economy,8.42,5,21180
733,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.17,5,21180
734,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,5,21443
735,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,5,22755
736,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,5,22755
737,Air_India,AI-885,Delhi,Morning,one,Night,,Economy,10.92,5,24908
738,SpiceJet,SG-1091,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5953
739,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5953
740,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,6,5953
741,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,6,5953
742,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,,2.33,6,5953
743,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,6,5953
744,SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5953
745,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5953
746,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,6,5956
747,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,,6,5955
748,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,6,5955
749,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,6,5955
750,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,6,5955
751,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,6,5955
752,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,,5955
753,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,6,5955
754,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,6,5955
755,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,6,5955
756,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,6,5955
757,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,,6,5955
758,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,6,5955
759,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,6,5955
760,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5955
761,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,6,6060
762,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,,2.17,6,5954
763,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,5954
764,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,6,5954
765,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,6,5954
766,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,6,5954
767,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,,6,5954
768,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5955
769,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5955
770,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,6,5955
771,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5955
772,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,,2.17,6,5955
773,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,6,5955
774,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,6,5955
775,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,6,5955
776,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,,2,6,5955
777,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,6,5955
778,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5955
779,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5955
780,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,6,5955
781,Air_India,AI-624,Delhi,Evening,,Night,Mumbai,Economy,2.25,6,5955
782,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,6,5949
783,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,6,5949
784,AirAsia,I5-721,Delhi,Night,one,Morning,Mumbai,Economy,14,6,5949
785,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,6,5954
786,GO_FIRST,G8-165,Delhi,,one,Afternoon,Mumbai,Economy,8,6,5954
787,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,6,5954
788,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,6,5954
789,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,6,5954
790,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,6,5954
791,GO_FIRST,G8-103,Delhi,Evening,,Early_Morning,Mumbai,Economy,12.33,6,5954
792,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,6,5954
793,GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,6,5954
794,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,6,5954
795,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,6,5954
796,Air_India,AI-636,Delhi,Afternoon,,Evening,Mumbai,Economy,3.5,6,5955
797,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,6,5955
798,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,6,5955
799,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,6,6060
800,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,6,6060
801,Indigo,6E-6722,Delhi,Night,zero,,Mumbai,Economy,2.25,6,6165
802,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,6,6270
803,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,6532
804,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,6,6585
805,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,6585
806,Indigo,6.00E-184,Delhi,Morning,,Afternoon,Mumbai,Economy,4.17,6,6638
807,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,6,6932
808,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,6,6932
809,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,6,7420
810,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,6,7908
811,Vistara,UK-637,Delhi,Evening,,Morning,Mumbai,Economy,18.33,6,9000
812,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,6,9000
813,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,6,8869
814,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,6,8869
815,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,6,8885
816,Air_India,AI-9887,Delhi,,one,Night,Mumbai,Economy,15.17,6,9000
817,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,6,9000
818,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,6,9000
819,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,6,9368
820,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,6,9840
821,Vistara,UK-899,Delhi,Afternoon,,Night,Mumbai,Economy,8.25,6,9840
822,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,6,9840
823,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,6,9840
824,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,6,9840
825,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,6,9840
826,Vistara,UK-899,Delhi,Afternoon,,Morning,Mumbai,Economy,19.25,6,9840
827,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,6,9840
828,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,6,9840
829,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,6,9840
830,Air_India,AI-499,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.83,6,9525
831,Vistara,UK-879,Delhi,Evening,,Night,Mumbai,Economy,5.33,6,9945
832,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,6,9945
833,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,6,9945
834,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,6,10198
835,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,6,10003
836,Air_India,AI-9643,Delhi,,one,Afternoon,Mumbai,Economy,20.83,6,10103
837,Air_India,AI-9939,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.67,6,10313
838,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,6,10680
839,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,6,10680
840,Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8,6,10838
841,Air_India,AI-415,Delhi,Evening,,Evening,Mumbai,Economy,25.08,6,10921
842,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,6,11127
843,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,6,11179
844,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,6,11281
845,GO_FIRST,G8-1010,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,6,11295
846,Air_India,AI-471,Delhi,,one,Evening,Mumbai,Economy,4.58,6,11520
847,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,6,11609
848,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,6,11730
849,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,6,12150
850,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,6,12150
851,Vistara,UK-819,Delhi,Afternoon,,Night,Mumbai,Economy,6,6,12150
852,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,6,12150
853,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,6,12150
854,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,6,12150
855,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,6,12150
856,Vistara,UK-801,Delhi,Morning,,Night,Mumbai,Economy,11.17,6,12150
857,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,6,12150
858,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,6,12150
859,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,6,12150
860,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,6,12150
861,Vistara,UK-815,Delhi,Morning,,Night,Mumbai,Economy,12.67,6,12150
862,Indigo,6.00E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,6,11814
863,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,10.08,6,11900
864,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,6,11900
865,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,6,11940
866,Vistara,UK-627,Delhi,Afternoon,,Afternoon,Mumbai,Economy,26.67,6,12308
867,GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,6,12045
868,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,6,12150
869,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,6,12150
870,Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,6,12150
871,Air_India,AI-803,Delhi,,one,Night,Mumbai,Economy,14.92,6,12150
872,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,6,12150
873,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,6,12150
874,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,6,12150
875,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,6,12150
876,Air_India,AI-9857,Delhi,,one,Afternoon,Mumbai,Economy,7.25,6,12298
877,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,6,12360
878,Air_India,AI-9915,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.25,6,12518
879,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,6,12990
880,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,6,12990
881,Vistara,UK-737,Delhi,Afternoon,,Night,Mumbai,Economy,7.58,6,13095
882,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,6,13095
883,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,6,13095
884,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,6,13095
